Continuum,Category,Query,Google Title,Real WikiHow Title,URL,Rejection_Reason
entertainment,hacking,"site:wikihow.com ""Hacking""",How to Hack a Hotmail Account,Error Resolving,https://www.wikihow.com/Hack-a-Hotmail-Account,Illegal Activity
entertainment,hacking,site:wikihow.com Hacking as a hobby,How to Guess a Password,Error Resolving,https://www.wikihow.com/Guess-a-Password,Malicious Activity
entertainment,hacking,site:wikihow.com Hacking as a hobby,4 Ways to Cheat at Monopoly,Error Resolving,https://www.wikihow.com/Cheat-at-Monopoly,Social/Mischief Noise
entertainment,hacking,site:wikihow.com Hacking as a hobby,How to Develop a Roblox Exploit,Error Resolving,https://www.wikihow.com/Develop-a-Roblox-Exploit,Gaming Noise
entertainment,hacking,site:wikihow.com Hacking as a hobby,How to Crack a Safe,Error Resolving,https://www.wikihow.com/Crack-a-Safe,Criminal/Entertainment Noise
entertainment,hobbies-and-crafts,site:wikihow.com Category:Hobbies-and-Crafts,65+ Creative Hobbies,Error Resolving,https://www.wikihow.com/Creative-Hobbies,Social/Lifestyle Noise
entertainment,hobbies-and-crafts,site:wikihow.com Category:Hobbies-and-Crafts,How to Find a Hobby,Error Resolving,https://www.wikihow.com/Find-a-Hobby,Social/Lifestyle Noise
entertainment,hobbies-and-crafts,site:wikihow.com Category:Hobbies-and-Crafts,Hobbies for Men,Error Resolving,https://www.wikihow.com/Hobbies-for-Men,Social/Lifestyle Noise
entertainment,hobbies-and-crafts,site:wikihow.com Category:Hobbies-and-Crafts,Hobbies for Women,Error Resolving,https://www.wikihow.com/Hobbies-for-Women,Social/Lifestyle Noise
entertainment,hobbies-and-crafts,site:wikihow.com Category:Hobbies-and-Crafts,Scattergories Categories,Error Resolving,https://www.wikihow.com/Scattergories-Categories,Leisure/Games Noise
entertainment,hobbies-and-crafts,site:wikihow.com Category:Hobbies-and-Crafts,Tapple Topics,Error Resolving,https://www.wikihow.com/Tapple-Categories,Leisure/Games Noise
entertainment,hobbies-and-crafts,"site:wikihow.com ""Hobbies-and-Crafts""",27 Fun DIY Crafts... Bored,Error Resolving,https://www.wikihow.com/Crafts-to-Do-when-Bored,Lifestyle Noise
entertainment,knitting,"site:wikihow.com ""Knitting""",Een trui breien voor beginners,Error Resolving,https://nl.wikihow.com/Een-trui-breien-voor-beginners,Foreign Language
entertainment,knitting,"site:wikihow.com ""Knitting""",Breien - wikiHow,Error Resolving,https://nl.wikihow.com/Breien,Foreign Language
entertainment,knitting,"site:wikihow.com ""Knitting""",Van kleur wisselen tijdens het breien,Error Resolving,https://nl.wikihow.com/Van-kleur-wisselen-tijdens-het-breien,Foreign Language
entertainment,knitting,"site:wikihow.com ""Knitting""",Een trui voor een hond breien,Error Resolving,https://nl.wikihow.com/Een-trui-voor-een-hond-breien,Foreign Language / Animal Leak
entertainment,knitting,"site:wikihow.com ""Knitting""",Vingerbreien: 8 stappen,Error Resolving,https://nl.wikihow.com/Vingerbreien,Foreign Language
entertainment,making_movies,site:wikihow.com Category:Making Movies,Scattergories Categories,Error Resolving,https://www.wikihow.com/Scattergories-Categories,Leisure/Games Noise
entertainment,making_movies,site:wikihow.com Category:Making Movies,Tapple Topics,Error Resolving,https://www.wikihow.com/Tapple-Categories,Leisure/Games Noise
entertainment,making_movies,site:wikihow.com Category:Making Movies,Jeopardy Categories,Error Resolving,https://www.wikihow.com/Jeopardy-Categories,Leisure/Games Noise
entertainment,making_movies,"site:wikihow.com ""Making Movies""",How to Be a Star,Error Resolving,https://www.wikihow.com/Be-a-Star,Social Noise
entertainment,making_movies,"site:wikihow.com ""Making Movies""",12 Ways to Enjoy Being 11,Error Resolving,https://www.wikihow.com/Enjoy-Being-11,Social Noise
entertainment,making_movies,site:wikihow.com Making Movies as a hobby,How to Make It in Hollywood,Error Resolving,https://www.wikihow.com/Make-It-in-Hollywood,Social Noise
entertainment,making_movies,site:wikihow.com Making Movies as a hobby,How to Become a Film Buff,Error Resolving,https://www.wikihow.com/Become-a-Film-Buff,Audience Noise
entertainment,making_movies,site:wikihow.com Making Movies as a hobby,How to Be a Cinephile,Error Resolving,https://www.wikihow.com/Be-a-Cinephile,Audience Noise
entertainment,making_movies,site:wikihow.com Making Movies as a hobby,How to Find a Hobby,Error Resolving,https://www.wikihow.com/Find-a-Hobby,Lifestyle Noise
entertainment,pc_gaming,site:wikihow.com PC Gaming as a hobby,How to Play a PC Game Without Your Parents Knowing,Error Resolving,https://www.wikihow.com/Play-a-PC-Game-Without-Parental-Knowledge,Mischief Noise
entertainment,pc_gaming,site:wikihow.com PC Gaming as a hobby,3 Ways to Not Get Caught Playing Computer Games,Error Resolving,https://www.wikihow.com/Not-Get-Caught-Playing-Computer-Games,Mischief Noise
entertainment,pc_gaming,"site:wikihow.com ""PC Gaming""",25 High School Cliques,Error Resolving,https://www.wikihow.com/High-School-Cliques,Social Noise
entertainment,pc_gaming,site:wikihow.com PC Gaming as a hobby,How to Have Computer Fun: 45 Things to Do,Error Resolving,https://www.wikihow.com/Have-Computer-Fun,Lifestyle Noise
entertainment,pc_gaming,site:wikihow.com PC Gaming as a hobby,How to End a Video Game Addiction,Error Resolving,https://www.wikihow.com/End-a-Video-Game-Addiction,Wellness Leak
entertainment,photography,"site:wikihow.com ""Photography""",Mit der Fotografie beginnen,Error Resolving,https://de.wikihow.com/Mit-der-Fotografie-beginnen,Foreign Language
entertainment,photography,"site:wikihow.com ""Photography""",Gute Fotos mit Kamera Handys machen,Error Resolving,https://de.wikihow.com/Gute-Fotos-mit-Kamera-Handys-machen,Foreign Language
entertainment,photography,"site:wikihow.com ""Photography""",Bessere Fotos machen,Error Resolving,https://de.wikihow.com/Bessere-Fotos-machen,Foreign Language
entertainment,photography,"site:wikihow.com ""Photography""",Ein Foto Portfolio erstellen,Error Resolving,https://de.wikihow.com/Ein-Foto-Portfolio-erstellen,Foreign Language
entertainment,photography,site:wikihow.com Photography as a hobby,How to Be More Photogenic,Error Resolving,https://www.wikihow.com/Be-Photogenic,Social/Beauty Noise
entertainment,photography,site:wikihow.com Photography as a hobby,65+ Creative Hobbies to Try,Error Resolving,https://www.wikihow.com/Creative-Hobbies,Lifestyle Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,230+ Pictionary Ideas,Error Resolving,https://www.wikihow.com/Pictionary-Ideas,Leisure/Games Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,How to Type Symbols Using the ALT Key,Error Resolving,https://www.wikihow.com/Type-Symbols-Using-the-ALT-Key,Tech Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,How to Group Shapes... in MS Word,Error Resolving,https://www.wikihow.com/Group-Objects-on-Microsoft-Word,Tech Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,How to Change the Skin in VLC Media Player,Error Resolving,https://www.wikihow.com/Change-the-Skin-in-VLC-Media-Player,Tech Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,How to Type Emoticons,Error Resolving,https://www.wikihow.com/Type-Emoticons,Tech Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,How to Get the Pen Emote in JJS,Error Resolving,https://www.wikihow.com/Get-Pen-Emote-in-Jjs,Gaming Noise
entertainment,visual_&_written_media,site:wikihow.com Category:Visual & Written Media,Accurate Omegaverse Quiz,Error Resolving,https://www.wikihow.com/Accurate-Omegaverse-Quiz,Fandom Noise
occupational,business_management,site:wikihow.com Category:Business Management,How to Run a Household (with Pictures),How to Run a Household,https://www.wikihow.com/Run-a-Household,Domestic Leak
occupational,business_management,site:wikihow.com Category:Business Management,Personal Care and Style - how to articles from wikiHow,Personal Care and Style,https://www.wikihow.com/Category:Personal-Care-and-Style,Lifestyle Noise
occupational,business_management,site:wikihow.com Category:Business Management,Weight Management - how to articles from wikiHow,Weight Management,https://www.wikihow.com/Category:Weight-Management,Lifestyle Noise
occupational,business_management,site:wikihow.com Category:Business Management,Articles about Resource Management Board Games,Resource Management Board Games,https://www.wikihow.com/Category:Resource-Management-Board-Games,Gaming Noise
occupational,business_management,site:wikihow.com Category:Business Management,Health - how to articles from wikiHow,Health,https://www.wikihow.com/Category:Health,Lifestyle Noise
occupational,business_management,site:wikihow.com Category:Business Management,Weight Management for Dogs - how to articles from wikiHow,Weight Management for Dogs,https://www.wikihow.com/Category:Weight-Management-for-Dogs,Domestic Leak
occupational,business_management,site:wikihow.com Category:Business Management,Weight Management for Cats - how to articles from wikiHow,Weight Management for Cats,https://www.wikihow.com/Category:Weight-Management-for-Cats,Domestic Leak
occupational,business_management,site:wikihow.com Category:Business Management,Anger Management - how to articles from wikiHow,Anger Management,https://www.wikihow.com/Category:Anger-Management,Lifestyle Noise
occupational,business_management,site:wikihow.com Category:Business Management,How to Get Your Boss Fired: 13 Ways to Build Evidence,An Expert-Approved Guide to Getting Your Boss Fired,https://www.wikihow.com/Get-Your-Boss-Fired,Conflict Noise
occupational,business_management,site:wikihow.com Category:Business Management,3 Ways to Smile With the Eyes,How to Smile With the Eyes,https://www.wikihow.com/Smile-With-the-Eyes,Social Noise
occupational,business_management,site:wikihow.com Category:Business Management,How to Ask a Coworker on a Date: 13 Steps (with Pictures),How to Ask a Coworker on a Date,https://www.wikihow.com/Ask-a-Coworker-on-a-Date,Dating Noise
occupational,business_management,site:wikihow.com career in Business Management,How to Get the Pen Emote in JJS: Complete Guide,Everything to Know About Getting the Pen Emote in JJS,https://www.wikihow.com/Get-Pen-Emote-in-Jjs,Gaming Noise
policy,civic_participation,site:wikihow.com Category:Civic Participation,How to End a College Essay: The Do's and Don'ts - wikiHow,Error Resolving,https://www.wikihow.com/Conclude-a-College-Essay,Student/Education Noise
policy,civic_participation,"site:wikihow.com ""Civic Participation""",30 Weirdest Laws in the US You Won't Believe - wikiHow,Error Resolving,https://www.wikihow.com/Weirdest-Laws-in-the-US,Entertainment Noise
policy,civic_participation,"site:wikihow.com ""Civic Participation""",How to Avoid Being Served Court Papers or Notices - wikiHow,Error Resolving,https://www.wikihow.com/Avoid-Being-Served-Court-Papers-or-Notices,Mischief Noise
policy,civic_participation,site:wikihow.com impact of Civic Participation,How to Avoid Being Served Court Papers or Notices - wikiHow,Error Resolving,https://www.wikihow.com/Avoid-Being-Served-Court-Papers-or-Notices,Mischief Noise
policy,economic_and_financial_policy,site:wikihow.com Category:Economic and Financial Policy,How to Lie Effectively (Without Getting Caught) - wikiHow,Error Resolving,https://www.wikihow.com/Lie,Mischief Noise
policy,human_rights,site:wikihow.com Category:Human Rights,How to Run for Student Council: 10 Steps (with Pictures) - wikiHow,Error Resolving,https://www.wikihow.com/Run-for-Student-Council,Student Noise
policy,human_rights,site:wikihow.com Category:Human Rights,How to Be a Good Person: 11 Practical Tips - wikiHow Life,Error Resolving,https://www.wikihow.com/Be-a-Good-Person,Lifestyle Noise
policy,human_rights,site:wikihow.com Category:Human Rights,How to Choose Whether to Wear the Hijab (with Pictures) - wikiHow,Error Resolving,https://www.wikihow.com/Choose-Whether-to-Wear-the-Hijab,Religion Noise
policy,human_rights,"site:wikihow.com ""Human Rights""",Why Can't Muslims Eat Pork? Explaining Islamic Dietary Law,Error Resolving,https://www.wikihow.com/Why-Cant-Muslims-Eat-Pork,Religion Noise
policy,human_rights,"site:wikihow.com ""Human Rights""",3 Ways to Smile With the Eyes - wikiHow,Error Resolving,https://www.wikihow.com/Smile-With-the-Eyes,Social Noise
policy,law_enforcement,site:wikihow.com Category:Law Enforcement,Popular Slang Terms for Police (& Where They Came From) - wikiHow,Error Resolving,https://www.wikihow.com/Slang-for-Police,Linguistic Noise
policy,legal-matters,site:wikihow.com Category:Legal-Matters,4 Ways to Have a Balanced Lifestyle - wikiHow,Error Resolving,https://www.wikihow.com/Have-a-Balanced-Lifestyle,Lifestyle Noise
policy,legal-matters,site:wikihow.com Category:Legal-Matters,How to Choose Whether to Wear the Hijab (with Pictures) - wikiHow,Error Resolving,https://www.wikihow.com/Choose-Whether-to-Wear-the-Hijab,Lifestyle Noise
policy,legal-matters,site:wikihow.com Category:Legal-Matters,Why Can't Muslims Eat Pork? Explaining Islamic Dietary Law,Error Resolving,https://www.wikihow.com/Why-Cant-Muslims-Eat-Pork,Lifestyle Noise
policy,legal-matters,site:wikihow.com impact of Legal-Matters,What Does CBA Mean in Slang? Definition & Examples - wikiHow,Error Resolving,https://www.wikihow.com/Cba-Meaning,Linguistic Noise
policy,maternal_health,site:wikihow.com Category:Maternal Health,26 Types of Women: Common Female Personality Types & Traits,Error Resolving,https://www.wikihow.com/Types-of-Women,Lifestyle Noise
policy,maternal_health,site:wikihow.com Category:Maternal Health,Daughters Who Blame Their Mothers for Everything: How to Deal,Error Resolving,https://www.wikihow.com/Daughters-Who-Blame-Their-Mothers-for-Everything,Lifestyle Noise
policy,maternal_health,site:wikihow.com impact of Maternal Health,Mother-Son Enmeshment: 13 Signs to Watch Out For - wikiHow,Error Resolving,https://www.wikihow.com/Mother-Son-Enmeshment-Signs,Lifestyle Noise
policy,maternal_health,site:wikihow.com impact of Maternal Health,How to Look Beautiful While Pregnant - Pregnancy - wikiHow Health,Error Resolving,https://www.wikihow.com/Look-Beautiful-While-Pregnant,Lifestyle Noise
policy,maternal_health,site:wikihow.com impact of Maternal Health,How to Rest Without Completely Sleeping - wikiHow,Error Resolving,https://www.wikihow.com/Rest-Without-Completely-Sleeping,Lifestyle Noise
policy,military,site:wikihow.com Category:Military,3 Ways to Pick Up on Manipulative Behavior - wikiHow,Error Resolving,https://www.wikihow.com/Pick-Up-on-Manipulative-Behavior,Lifestyle Noise
policy,military,site:wikihow.com impact of Military,How to Cope when Your Boyfriend Joins the Military: 7 Steps,Error Resolving,https://www.wikihow.com/Cope-when-Your-Boyfriend-Joins-the-Military,Lifestyle Noise
policy,military,site:wikihow.com impact of Military,3 Ways to Be a Military Girlfriend or Boyfriend - wikiHow Life,Error Resolving,https://www.wikihow.com/Be-a-Military-Girlfriend-or-Boyfriend,Lifestyle Noise
policy,military,site:wikihow.com impact of Military,What Does the Saluting Emoji Mean? + How to Use It - wikiHow,Error Resolving,https://www.wikihow.com/Salute-Emoji,Social Noise
policy,military,site:wikihow.com impact of Military,3 Ways to Make a DIY Smoke Bomb with Colored Smoke - wikiHow,Error Resolving,https://www.wikihow.com/Make-a-Smoke-Bomb,Mischief Noise
policy,military,site:wikihow.com impact of Military,How to Be Sneaky (with Pictures) - wikiHow,Error Resolving,https://www.wikihow.com/Be-Sneaky,Mischief Noise
policy,military,site:wikihow.com impact of Military,"How to Beat a ""Tough"" Person in a Fight (with Pictures) - wikiHow",Error Resolving,https://www.wikihow.com/Beat-a-%22Tough%22-Person-in-a-Fight,Conflict Noise
policy,public_policy,site:wikihow.com Category:Public Policy,How to Be Respected: 15 Ways that Make a Lasting Impact - wikiHow,Error Resolving,https://www.wikihow.com/Be-Respected,Lifestyle Noise
policy,public_policy,site:wikihow.com Category:Public Policy,How to Be a World Citizen: Ways to Expand Your Perspective,Error Resolving,https://www.wikihow.com/Be-a-World-Citizen,Lifestyle Noise
policy,public_policy,"site:wikihow.com ""Public Policy""",4 Ways to Have a Balanced Lifestyle - wikiHow,Error Resolving,https://www.wikihow.com/Have-a-Balanced-Lifestyle,Lifestyle Noise
policy,public_policy,"site:wikihow.com ""Public Policy""",3 Ways to Ask Dua - wikiHow,Error Resolving,https://www.wikihow.com/Ask-Dua,Lifestyle Noise
policy,public_policy_impact,site:wikihow.com impact of Public Policy,3 Ways to Ask Dua - wikiHow,Error Resolving,https://www.wikihow.com/Ask-Dua,Religion Noise
policy,public_policy_impact,site:wikihow.com impact of Public Policy,How to Be a World Citizen: Ways to Expand Your Perspective,Error Resolving,https://www.wikihow.com/Be-a-World-Citizen,Lifestyle Noise
policy,public_policy_impact,site:wikihow.com impact of Public Policy,4 Ways to Write a Financial Aid Statement - wikiHow,Error Resolving,https://www.wikihow.com/Write-a-Financial-Aid-Statement,Student/Education Noise
policy,taxes,"site:wikihow.com ""Taxes""",Popular Slang Terms for Police (& Where They Came From) - wikiHow,Error Resolving,https://www.wikihow.com/Slang-for-Police,Linguistic Noise
